3.764052345967663804e+00,5.376425531155629045e+00,1.000000000000000000e+02
2.400157208367223127e+00,3.900599209415805291e+00,3.420157208367223234e+02
2.978737984105739312e+00,5.298238174206056250e+00,1.367631254071106241e+03
4.240893199201457797e+00,6.326385896687030552e+00,7.194961963558044772e+03
3.867557990149967484e+00,4.305432140268634633e+00,3.516579383381322259e+04
1.022722120123588985e+00,4.850365459672329571e+00,7.183394493603597220e+04
2.950088417525589257e+00,4.564846448278362168e+00,2.851871127757273498e+05
1.848642791702302057e+00,6.849263728479341395e+00,8.180999553504817886e+05
1.896781148206442058e+00,5.672294757012435795e+00,2.386218527114817407e+06
2.410598501938372440e+00,5.407461836241110653e+00,8.186157704417682253e+06
2.144043571160878070e+00,4.230083925554684043e+00,2.590135965717186034e+07
3.454273506962975304e+00,5.539249191291816921e+00,1.158897673084036559e+08
2.761037725146993527e+00,4.325667339342624373e+00,4.381835821515809894e+08
2.121675016492828192e+00,5.031830558274351439e+00,1.376630412682954788e+09
2.443863232745425496e+00,4.364153921621118926e+00,4.768459471571648598e+09
2.333674327374266610e+00,5.676433294946499508e+00,1.599186011093449974e+10
3.494079073157606352e+00,5.576590816614940493e+00,7.218852106763331604e+10
1.794841736234199070e+00,4.791701244422005068e+00,2.031992619781960449e+11
2.313067701650901142e+00,5.396006712661645111e+00,6.772768970988251953e+11
1.145904260698275223e+00,3.906938491269494218e+00,1.466916917098852783e+12
-5.529898158340786907e-01,3.508742407294394461e+00,6.850651396104407959e+11
2.653618595440360828e+00,5.439391701264536749e+00,2.516668035960862305e+12
2.864436198859505733e+00,5.166673495372529068e+00,9.775836419399029297e+12
1.257834979593558167e+00,5.635031436892106171e+00,2.226774215089175000e+13
4.269754623987607189e+00,7.383144774863941606e+00,1.177908920084433750e+14
5.456343254012352428e-01,5.944479486990413619e+00,1.844174637480490000e+14
2.045758517301445867e+00,4.087177774555841303e+00,5.653794102247118750e+14
1.812816149974166402e+00,6.117016288095852516e+00,1.601615924147433250e+15
3.532779214358457764e+00,3.684092589488479064e+00,7.291803688843946000e+15
3.469358769900285022e+00,4.538415395185291246e+00,3.273552283890282000e+16
2.154947425696916330e+00,4.931758394675369139e+00,1.039335639662171200e+17
2.378162519602173397e+00,6.713342721649366851e+00,3.531831415986740480e+17
1.112214252369887246e+00,4.255245177951559654e+00,7.530621282134647040e+17
1.920353177607303508e-02,4.173561461340985268e+00,7.825848232862384640e+17
1.652087850673847447e+00,4.901547475574568047e+00,2.091135398424897536e+18
2.156348969103980107e+00,4.336521713637893072e+00,6.642175767043764224e+18
3.230290680727720520e+00,6.126635922106506982e+00,2.823117776242161254e+19
3.202379848784411287e+00,3.920068491636576447e+00,1.192027560914996101e+20
1.612673182592047727e+00,3.852531347588897592e+00,3.138218992531518915e+20
1.697697249424664490e+00,4.562179955255565744e+00,8.528729124095149998e+20
9.514470349329073873e-01,4.501967549307694938e+00,1.681393774344331592e+21
5.799820628210248241e-01,6.929532053816985560e+00,2.690199879489872200e+21
2.937298093749873829e-01,5.949420806925760807e+00,3.534195774862843707e+21
3.950775395231789666e+00,5.087551241385191325e+00,1.756769339962037371e+22
1.490347818248346501e+00,3.774564481169831787e+00,4.410102079739288302e+22
1.561925698388813677e+00,5.844362976401547449e+00,1.138655589219682128e+23
7.472046399500738012e-01,3.999784652610435032e+00,2.012237440574107503e+23
2.777490355831909952e+00,3.455228903222388404e+00,7.641452274224059877e+23
3.861021524420484852e-01,6.188029792352301328e+00,1.074466249056963676e+24
1.787259719786031376e+00,5.316942611924849516e+00,3.016305821247199867e+24
1.104533438806324375e+00,5.920858823780818625e+00,6.408242578905846826e+24
2.386902497859261896e+00,5.318727652943021411e+00,2.183225764896240824e+25
1.489194862431126865e+00,5.856830611902690720e+00,5.478138872804914979e+25
8.193678158775878906e-01,4.348974406699853468e+00,1.007631233354528765e+26
1.971817771661345198e+00,3.965757158215535316e+00,3.014649031231119164e+26
2.428331870530417547e+00,5.681594518281626982e+00,1.039551033285791680e+27
2.066517222383168040e+00,4.196590335826158480e+00,3.208592167782814283e+27
2.302471897739781337e+00,4.310450222249799346e+00,1.066045730876636687e+28
1.365677906319036516e+00,4.544467496482656799e+00,2.543241747278121896e+28
1.637258834012861985e+00,5.017479159025056923e+00,6.758051599985096213e+28
1.327539552224048958e+00,4.646006088746515772e+00,1.586479342693603090e+29
1.640446838459458601e+00,3.625048706581980973e+00,4.220743951550436636e+29
1.186853717955545839e+00,4.356381597167109376e+00,9.314564482017463462e+29
2.737173976683231480e-01,2.776596847775573362e+00,1.205041412208942504e+30
2.177426142253752861e+00,5.625231451027187468e+00,3.853030913895253445e+30
1.598219063791738170e+00,3.397942344393252156e+00,1.008807899213945475e+31
3.698016530339554020e-01,3.895616660571549428e+00,1.402042885921253395e+31
2.462782255525774122e+00,5.052165079260974245e+00,4.883010084572688801e+31
1.092701635616757816e+00,4.260437003608686268e+00,1.031634339240984292e+32
2.051945395796138882e+00,6.543014595406735801e+00,3.169124358576533700e+32
2.729090562177536761e+00,3.707143090276551423e+00,1.188133422310622213e+33
2.128982910757410529e+00,5.267050869349183095e+00,3.741411842555866934e+33
3.139400684543300457e+00,4.960717181772504425e+00,1.556203097908528259e+34
7.651741796463473744e-01,3.831906502258802583e+00,2.778093588671961492e+34
2.402341641177549114e+00,5.523276660531753812e+00,9.507585371600427992e+34
1.315189909059686801e+00,4.828453668777751950e+00,2.220201741928481038e+35
1.129202850818118220e+00,5.771790551213667797e+00,4.771663913144042671e+35
1.421150335235584539e+00,5.823504153963731333e+00,1.164834896120312119e+36
1.688447467872627339e+00,7.163235949280689852e+00,3.154894124886734015e+36
2.056165342229745452e+00,6.336527949436391971e+00,9.704975965380813364e+36
8.348501592166435170e-01,4.630818162057556364e+00,1.800127621458029938e+37
2.900826486954187100e+00,4.760620822424074028e+00,7.057988058110483917e+37
2.465662439730460065e+00,6.099659595887112928e+00,2.460176387422183981e+38
4.637563137227762589e-01,5.655263730722597693e+00,3.650302247709356624e+38
3.488252193795599698e+00,5.640131526097592385e+00,1.645648311625271677e+39
3.895889176030583378e+00,3.383043955689165827e+00,8.089824722671678194e+39
3.178779571159650708e+00,4.975673875601064111e+00,3.396739077981613144e+40
1.820075164187649142e+00,4.261969090794311299e+00,9.646994294601233202e+40
9.292473784894574873e-01,5.279924599043238409e+00,1.880437833905420691e+41
3.054451726931136868e+00,4.901849610357041698e+00,7.661753179742588712e+41
1.596823053026820372e+00,5.910178908092591499e+00,2.004945234735195102e+42
3.222445070382427446e+00,5.317218215191301667e+00,8.505870027489066859e+42
2.208274978076860240e+00,5.786327962108976486e+00,2.745928737651688918e+43
2.976639036483712530e+00,4.533580903264057049e+00,1.097448598430118240e+44
2.356366397174401772e+00,4.055553744081749734e+00,3.705388570365595386e+44
2.706573168191948042e+00,4.589950306797451418e+00,1.380840162404954994e+45
2.010500020720820569e+00,4.982979586138559291e+00,4.184636140780357231e+45
3.785870493905835410e+00,5.379151735555081970e+00,2.011081935670830526e+46
2.126912092703619805e+00,7.259308950690852136e+00,6.328698062780339476e+46
2.401989363444701819e+00,4.957742848339357522e+00,2.165673745528740958e+47
3.883150697056254153e+00,4.044054999507222803e+00,1.061862473498567631e+48
6.522409388575536315e-01,4.654018224300613404e+00,1.775689899620848998e+48
7.295150015142664035e-01,4.536404025353905745e+00,3.106596117424037181e+48
2.969396708158011045e+00,5.481481473773461843e+00,1.239344432442791077e+49
8.268765948858400883e-01,3.459202985555375420e+00,2.288916225280666062e+49
3.943621185649292649e+00,5.063261994200331628e+00,1.136131306797952368e+50
1.586381019240252765e+00,5.156506537965375614e+00,2.961191073402807350e+50
1.252545188559242240e+00,5.232181036200275415e+00,6.729440526266126821e+50
3.922942026480384925e+00,4.402683931034637510e+00,3.326323439198111635e+51
3.480514791434424104e+00,4.762078270263993218e+00,1.497016783920612782e+52
3.867558960426570103e+00,3.575939091017468208e+00,7.316757796160158248e+52
2.906044658275385384e+00,4.506680116637806321e+00,2.872591786150936973e+53
1.138774314945297572e+00,4.457138523983282141e+00,6.201277365265477532e+53
3.910064953099033680e+00,5.416050046261425166e+00,3.057270020294164965e+54
1.731996629048619507e+00,3.843817568178087285e+00,8.413596789940946686e+54
2.802456395796395050e+00,5.781198101709993153e+00,3.216060686136179041e+55
2.947251967773747872e+00,6.494484544491369249e+00,1.275892308555354548e+56
1.844989906909165756e+00,2.930014974986467458e+00,3.655418586314126172e+56
2.614079370346080289e+00,5.426258730778100947e+00,1.328408127450379911e+57
2.922206671566526914e+00,5.676908035030245436e+00,5.236859382598084921e+57
