,0
0,-1.0856306033005612
1,0.9973454465835858
2,0.28297849805199204
3,-1.506294713918092
4,-0.5786002519685364
5,1.651436537097151
6,-2.426679243393074
7,-0.42891262885617726
8,1.265936258705534
9,-0.8667404022651017
10,-0.6788861516220543
11,-0.09470896893689112
12,1.4913896261242878
13,-0.638901996684651
14,-0.44398195964606546
15,-0.43435127561851733
16,2.2059300827254558
17,2.1867860889737867
18,1.004053897878877
19,0.386186399174856
20,0.7373685758962422
21,1.490732028150799
22,-0.9358338684023914
23,1.1758290447821034
24,-1.2538806677490124
25,-0.6377515024534103
26,0.9071051958003012
27,-1.428680700225969
28,-0.1400687201886661
29,-0.8617548958596855
30,-0.2556193705305969
31,-2.7985891054607244
32,-1.771533104509847
33,-0.6998772345979173
34,0.9274624317585825
35,-0.1736356827902158
36,0.0028459158968110196
37,0.688222711102285
38,-0.8795363430090519
39,0.283627323807291
40,-0.8053665180656158
41,-1.7276694941206072
42,-0.390899793755101
43,0.5738058624050577
44,0.3385890509998015
45,-0.01183049447881976
46,2.392365265937726
47,0.4129121603087788
48,0.9787360059373466
49,2.2381433384979528
50,-1.2940853231612488
51,-1.0387882102049535
52,1.7437122251229307
53,-0.7980627352410625
54,0.02968323030333022
55,1.0693159694243486
56,0.8907063912931708
57,1.7548861819811095
58,1.4956441370334692
59,1.0693926697057368
60,-0.7727087142471915
61,0.7948626677932181
62,0.31427199450686705
63,-1.326265459940456
64,1.4172990464768525
65,0.8072365345785665
66,0.045490080631097156
67,-0.2330920609844135
68,-1.198301144700787
69,0.19952407355863258
70,0.46843911944564426
71,-0.8311549842432792
72,1.1622040490995293
73,-1.0972030464830342
74,-2.1231003500424417
75,1.0397270908927005
76,-0.4033660381021075
77,-0.12602958531301514
78,-0.8375167228250533
79,-1.6059627607174027
80,1.2552373747242185
81,-0.6888689838469215
82,1.6609524881479396
83,0.8073081862107286
84,-0.31475814671745994
85,-1.0859024011268665
86,-0.732461986720457
87,-1.2125231310951696
88,2.0871133595881854
89,0.16444123022982496
90,1.1502055425466322
91,-1.2673520490102275
92,0.18103512959700388
93,1.1778619388085783
94,-0.3350107619330159
95,1.0311144589217422
96,-1.0845679120057665
97,-1.3634715446185843
98,0.37940061207813613
99,-0.3791764345725522
100,0.6420546892718314
101,-1.977887931520449
102,0.7122646354705182
